Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,dominant_engagement_type
Twitter,#Music,Video,USA,2342195,91944,89578,44440,Medium,0.039255484705586,0.03824532116241389,0.018973655054340052,Likes
YouTube,#Gaming,Live Stream,USA,4977438,8731,4500,46045,Low,0.0017541152697431893,0.0009040795686455562,0.009250743052952141,Comments
YouTube,#Viral,Reel,Australia,3005703,16688,77970,15891,Low,0.005552112101561598,0.025940686754479733,0.005286949508983422,Shares
YouTube,#Education,Tweet,UK,936390,368646,92202,2016,Low,0.393688527216224,0.09846538301348796,0.002152949091724602,Likes
TikTok,#Education,Live Stream,Japan,1855796,158156,6423,20518,High,0.08522272922239298,0.00346104852041927,0.011056172122366897,Likes
Instagram,#Music,Reel,Germany,48908,205884,37256,14618,Low,4.209618058395354,0.7617567678089474,0.29888770753251004,Likes
Instagram,#Dance,Video,India,1367820,10794,7617,36639,Medium,0.007891389217879546,0.005568715181822169,0.026786419265692855,Comments
TikTok,#Gaming,Shorts,USA,4499253,469481,89583,41549,High,0.10434643261892586,0.019910638499324222,0.009234644062025408,Likes
Twitter,#Comedy,Post,USA,4510477,274631,82143,13932,Low,0.06088735182553863,0.01821159934969184,0.00308880856725353,Likes
Twitter,#Education,Reel,India,4380015,355402,41860,42729,High,0.08114173124977883,0.009557044895964968,0.009755446042993004,Likes
YouTube,#Fashion,Live Stream,Australia,943395,402996,18661,11999,High,0.4271763153292099,0.01978068571489143,0.012718956534643494,Likes
Twitter,#Comedy,Post,Brazil,3961278,49656,93072,23952,Medium,0.012535348440579025,0.023495447681278616,0.006046533467229515,Shares
YouTube,#Comedy,Shorts,Brazil,4080112,171609,17994,41339,Medium,0.042059874826965535,0.0044101730540730254,0.010131829714478426,Likes
Twitter,#Comedy,Shorts,Germany,3934142,380972,42858,26194,Low,0.09683737902698987,0.010893861990746647,0.0066581226605445356,Likes
Instagram,#Gaming,Tweet,Brazil,272327,274271,56073,17526,High,1.0071384769046037,0.20590319725917738,0.06435645382205951,Likes
Instagram,#Tech,Reel,Japan,1600237,325368,62818,25686,Medium,0.20332488250177944,0.03925543528864787,0.016051372390464662,Likes
Instagram,#Dance,Live Stream,India,2212857,74624,24137,35546,Medium,0.033722920188697235,0.010907618522118691,0.016063396776203793,Likes
Twitter,#Gaming,Live Stream,USA,4711157,313821,86074,36395,High,0.06661229927170756,0.018270246565758687,0.007725278524999273,Likes
Instagram,#Fashion,Reel,Japan,2747788,422463,21545,40997,Low,0.15374657724686183,0.00784085235105474,0.01492000110634445,Likes
YouTube,#Dance,Post,Australia,2081426,225061,67840,28774,Medium,0.10812827359704356,0.03259303957959591,0.013824176309895235,Likes
YouTube,#Music,Live Stream,Canada,2258494,159509,25505,8605,Medium,0.07062626688403865,0.011292923514518967,0.003810061040675778,Likes
YouTube,#Comedy,Tweet,Japan,1357850,472399,90644,33331,Low,0.3479021983282395,0.06675553264351733,0.024546893986817395,Likes
Twitter,#Fitness,Reel,Canada,392337,332566,43169,45161,Medium,0.8476539301671777,0.11003040753230003,0.11510767528935584,Likes
Twitter,#Dance,Reel,USA,4006009,491965,60534,31438,High,0.12280676353947283,0.015110799800998949,0.007847710776486024,Likes
YouTube,#Fitness,Tweet,Australia,3934991,389693,81891,32967,Medium,0.09903275509397608,0.020810975171226567,0.00837790988594383,Likes
Instagram,#Challenge,Live Stream,Australia,2824818,34126,53516,29452,Low,0.012080778301469334,0.018944937337555905,0.010426158428613807,Shares
Twitter,#Dance,Video,Australia,197986,184395,9408,7599,Medium,0.9313537320820664,0.04751851140989767,0.038381501722344,Likes
YouTube,#Challenge,Post,Germany,2291491,474568,83894,6150,High,0.20710009334533716,0.03661109731611427,0.002683842092332023,Likes
Twitter,#Music,Live Stream,UK,3525573,40967,4121,26381,Low,0.011619955110842975,0.0011688880077082506,0.007482755285452889,Likes
TikTok,#Music,Reel,USA,866896,122451,79602,25491,Low,0.1412522378693638,0.09182416345213266,0.0294049113157749,Likes
YouTube,#Tech,Video,Australia,4104535,331535,60374,13314,Medium,0.0807728524668446,0.014709096158273715,0.003243729192222749,Likes
TikTok,#Dance,Tweet,India,2601441,93254,55921,48758,Low,0.035847055535758836,0.02149616308807311,0.018742689148052945,Likes
Instagram,#Gaming,Shorts,Canada,1142030,212596,72334,18,High,0.18615623057187639,0.06333809094332023,1.5761407318546798e-05,Likes
YouTube,#Fashion,Shorts,Canada,2969591,358102,26688,8128,Low,0.12058967042936215,0.008987096202810421,0.00273707726080797,Likes
TikTok,#Education,Post,Japan,855465,14117,73654,46422,High,0.01650213626507221,0.08609820390080249,0.05426522417632516,Shares
YouTube,#Viral,Video,Brazil,4453459,376054,36502,19620,High,0.08444088067275347,0.00819632559769833,0.004405564304061181,Likes
Twitter,#Dance,Reel,Japan,1059696,75851,99754,47614,High,0.07157807522157297,0.09413454424665187,0.0449317540124715,Shares
Twitter,#Fitness,Tweet,USA,581577,341805,67524,485,High,0.5877209724593648,0.11610500415250259,0.0008339394439601291,Likes
YouTube,#Fitness,Tweet,Australia,4226427,421149,53769,27804,Medium,0.09964658090628326,0.01272209362660233,0.006578606468300529,Likes
Twitter,#Dance,Reel,Japan,485214,50577,92342,43775,Medium,0.10423648122271822,0.19031190361366324,0.09021792446219606,Shares
Instagram,#Education,Tweet,Australia,1419701,68719,98115,36515,Low,0.048403854050958615,0.06910962237823316,0.025720204465588176,Shares
TikTok,#Fashion,Post,Germany,4378457,136878,89273,41624,Medium,0.03126169789951117,0.020389146222059507,0.009506545342343204,Likes
TikTok,#Music,Post,India,3647159,216783,79133,7687,High,0.05943886734853073,0.02169716209246704,0.002107667913573277,Likes
YouTube,#Gaming,Video,USA,1750105,125485,942,20317,Low,0.07170141220098222,0.0005382534190805694,0.011609017744649607,Likes
Instagram,#Dance,Tweet,India,1796369,145118,68421,16720,High,0.08078407053339264,0.038088499634540564,0.00930766451658874,Likes
Twitter,#Fitness,Shorts,India,1535141,15408,23087,23147,Medium,0.010036863063392874,0.015039009446037855,0.015078093803761348,Comments
Twitter,#Challenge,Video,Australia,612594,132163,29340,40557,Medium,0.2157432165512558,0.047894690447506834,0.06620534970959559,Likes
Instagram,#Challenge,Reel,USA,4219632,171996,5043,3436,Medium,0.04076090047662924,0.0011951279163680624,0.0008142890185684439,Likes
Twitter,#Viral,Shorts,Japan,3994554,241425,99422,41307,High,0.060438537068218376,0.02488938690026471,0.01034082903873624,Likes
Instagram,#Challenge,Shorts,India,4290853,211176,66264,14337,Medium,0.0492153891079466,0.01544308322843966,0.0033412936775042163,Likes
Instagram,#Dance,Live Stream,Australia,284772,338933,22771,18899,Low,1.1901907490905004,0.07996221538634417,0.0663653730001545,Likes
Instagram,#Gaming,Live Stream,Japan,4637078,219517,5831,32657,Low,0.047339509924137574,0.0012574729172120892,0.00704258155674759,Likes
Instagram,#Comedy,Shorts,Brazil,3315125,62336,79392,42892,High,0.018803514196297274,0.023948418234606538,0.012938275328984578,Shares
Twitter,#Fitness,Shorts,Brazil,4357287,106179,4262,12978,Medium,0.024368144673508996,0.0009781315759095051,0.002978458843771365,Likes
TikTok,#Fitness,Shorts,Canada,907386,52457,77192,32870,High,0.057811118972521065,0.0850707416689259,0.036224936245434686,Shares
Twitter,#Gaming,Post,India,1908555,194688,34182,3500,High,0.10200806369216502,0.01790988470334887,0.0018338481206986437,Likes
Twitter,#Challenge,Post,Japan,3074269,18233,37713,28599,Medium,0.005930840794998746,0.012267306471879982,0.009302699275827848,Shares
YouTube,#Dance,Post,Brazil,4067125,190686,12963,11560,High,0.04688471586194179,0.003187263730522175,0.0028423026093370623,Likes
YouTube,#Fitness,Reel,Japan,1173157,137342,95328,47250,Low,0.11707043473294708,0.08125766627996082,0.04027593919654403,Likes
TikTok,#Fitness,Reel,Germany,2141884,23466,66627,40003,High,0.01095577538279384,0.0311067266014406,0.01867654830980576,Shares
Twitter,#Comedy,Post,India,4567233,66980,96596,49121,Low,0.01466533456909249,0.02114978587691935,0.010755089569549002,Shares
Twitter,#Gaming,Post,UK,506074,69145,31191,43362,Low,0.13663021613439932,0.061633278927587666,0.08568312144073792,Likes
YouTube,#Comedy,Tweet,UK,3210080,195970,75414,4473,High,0.061048322783232814,0.023492872451776902,0.0013934232168668693,Likes
TikTok,#Tech,Video,Germany,128472,444670,64311,7956,Medium,3.461221122112211,0.5005837847935737,0.06192789090229778,Likes
TikTok,#Music,Reel,India,1347102,274212,15298,28342,High,0.2035569689600342,0.011356229892020056,0.02103923830563684,Likes
TikTok,#Tech,Live Stream,UK,92085,176687,5641,22316,Medium,1.918738122386925,0.061258619753488626,0.24234131508931964,Likes
TikTok,#Tech,Post,Australia,3843536,90333,10903,30677,Medium,0.023502576793868978,0.002836710778824499,0.00798145249582676,Likes
Instagram,#Viral,Reel,Germany,965073,263310,39207,27324,High,0.2728394639576488,0.0406259422862312,0.02831288410306785,Likes
YouTube,#Education,Post,Canada,3096420,364521,73308,29082,Low,0.11772337086054217,0.02367508283759955,0.009392136725637995,Likes
YouTube,#Gaming,Tweet,Germany,2723916,1349,81918,11870,High,0.0004952428782679055,0.030073614604855657,0.004357696786538205,Shares
TikTok,#Music,Live Stream,UK,2249678,46464,83075,5710,Medium,0.020653622429521026,0.036927506958773657,0.002538141013958442,Shares
Twitter,#Viral,Shorts,Germany,3311289,352538,55203,5369,Medium,0.10646548821320036,0.016671151325058007,0.0016214229564378102,Likes
Instagram,#Music,Tweet,India,3588997,241125,65026,30917,Medium,0.06718450865241737,0.018118153902051185,0.008614384464517524,Likes
Instagram,#Fitness,Post,Japan,13562,11483,33641,30457,Medium,0.8467040259548739,2.480533844565698,2.2457602123580593,Shares
Twitter,#Fitness,Live Stream,USA,3926751,302919,49216,30399,Low,0.07714240093145708,0.012533516894755995,0.007741514549814847,Likes
YouTube,#Music,Tweet,UK,2750317,59766,75524,27938,High,0.02173058596518147,0.027460107325810078,0.010158101775177189,Shares
TikTok,#Challenge,Reel,Germany,4655757,383024,45530,48504,Medium,0.08226889848417776,0.00977929045695469,0.010418069499761264,Likes
Instagram,#Fitness,Video,USA,4844012,452777,44862,23870,High,0.09347148603265228,0.00926133130966645,0.004927733457307703,Likes
Twitter,#Dance,Video,USA,3868789,188191,4660,26605,Medium,0.04864338685826495,0.0012045112824710781,0.006876828899172325,Likes
Twitter,#Viral,Tweet,Australia,2517364,418305,51641,34605,High,0.16616786448046447,0.020513918527475566,0.013746522155715264,Likes
Instagram,#Dance,Video,Brazil,1994041,310266,87995,40217,Medium,0.1555966000699083,0.044128982302771104,0.020168592320819884,Likes
TikTok,#Education,Shorts,Australia,1402998,241244,56779,14849,High,0.17194892651308127,0.04046976545939481,0.01058376419638517,Likes
YouTube,#Fashion,Live Stream,Brazil,702950,17361,62405,10538,Low,0.024697346895227255,0.08877587310619532,0.014991108898214667,Shares
Instagram,#Education,Tweet,Canada,1599554,364748,16705,8949,High,0.22803106365899495,0.010443536135697826,0.005594684518309479,Likes
TikTok,#Tech,Post,Australia,4600976,443617,98343,18038,High,0.09641802087209322,0.021374377958068028,0.003920472525829302,Likes
Twitter,#Viral,Shorts,USA,2495410,213884,16804,17614,Low,0.08571096533235019,0.006733963557090819,0.007058559515270036,Likes
TikTok,#Dance,Video,Germany,1838563,289125,77191,27066,High,0.15725596566448907,0.041984419353593,0.014721279608041715,Likes
YouTube,#Tech,Shorts,India,2920650,416403,56902,2675,Low,0.14257203019875714,0.01948264941023402,0.000915892010340164,Likes
TikTok,#Viral,Video,Germany,1772623,361245,30503,13260,Low,0.2037912178731744,0.017207832686363653,0.007480440003317118,Likes
Instagram,#Comedy,Shorts,Australia,2484315,101605,80028,36281,High,0.040898597802613595,0.032213306283623455,0.014604025656971841,Likes
YouTube,#Comedy,Live Stream,India,4927173,22341,38730,42476,Medium,0.004534243063923268,0.007860491198502672,0.008620764888912972,Comments
TikTok,#Challenge,Video,UK,3924183,283030,30676,43977,Low,0.07212456707549061,0.00781716856731707,0.011206663909404837,Likes
Instagram,#Music,Post,USA,4646060,21362,31562,19778,Medium,0.004597874327925167,0.0067932829106813085,0.0042569402891912715,Shares
YouTube,#Fitness,Video,USA,3901900,20166,30661,25363,Low,0.005168251364719752,0.007857966631640996,0.006500166585509623,Shares
Instagram,#Fashion,Video,Japan,962137,319381,69098,38387,Low,0.33194960800800716,0.07181721521986993,0.039897644514242776,Likes
TikTok,#Education,Video,Germany,3859007,277223,81798,46985,Medium,0.0718379106334868,0.021196644629045764,0.012175411964787834,Likes
Twitter,#Challenge,Shorts,UK,3837223,140163,85932,40674,Medium,0.03652719688170325,0.022394320059063548,0.010599853070827524,Likes
Instagram,#Comedy,Post,UK,1029488,449148,87211,35005,High,0.4362828901356791,0.08471298354133316,0.03400233902677836,Likes
Twitter,#Fashion,Post,Germany,879364,232290,7501,23547,Low,0.2641568224307568,0.008530028520612624,0.026777307235683973,Likes
TikTok,#Comedy,Live Stream,USA,4828597,131837,43770,9395,Low,0.027303376115256666,0.009064744893806627,0.0019456997550220073,Likes
YouTube,#Education,Video,India,3487375,107303,83451,45313,High,0.030768988135775475,0.023929459837270153,0.012993440625112011,Likes
TikTok,#Dance,Tweet,India,3418884,311286,82479,7832,High,0.09104900897485846,0.02412453888461849,0.0022908060057024457,Likes
YouTube,#Challenge,Reel,Brazil,1337059,318166,72711,32791,High,0.2379595814395625,0.0543812950662611,0.02452472179612119,Likes
TikTok,#Education,Live Stream,Canada,707841,133933,46058,45912,High,0.18921339679391275,0.0650682851092265,0.06486202409863231,Likes
TikTok,#Fitness,Shorts,Australia,1851460,345987,13274,43872,Low,0.18687252222570297,0.007169477061346181,0.02369589405118123,Likes
Instagram,#Fashion,Tweet,Canada,1438248,223413,84930,42774,Low,0.1553369099070536,0.05905101206467869,0.029740350760091443,Likes
Instagram,#Fashion,Live Stream,Brazil,4027409,80497,44156,14597,Medium,0.019987292077859486,0.010963872802588464,0.003624414605022733,Likes
Instagram,#Music,Video,India,3488909,443844,19877,22056,Low,0.1272156998075903,0.005697196458835699,0.006321746998846917,Likes
TikTok,#Fitness,Video,USA,1089083,150418,45387,25632,Medium,0.13811435859342217,0.04167450965628882,0.023535396292109968,Likes
TikTok,#Fashion,Live Stream,Germany,682046,480038,71997,18117,High,0.7038205634224085,0.10556032877547848,0.02656272450831762,Likes
YouTube,#Tech,Live Stream,Brazil,4849297,86843,16843,14705,Low,0.017908368986267496,0.0034732869527273748,0.003032398304331535,Likes
Instagram,#Challenge,Tweet,USA,4283565,107901,84854,4738,Low,0.02518953255057411,0.01980920098095862,0.0011060880364836298,Likes
Twitter,#Comedy,Shorts,India,50082,70708,277,25036,Low,1.4118445748971686,0.005530929275987381,0.4999001637314804,Likes
Twitter,#Viral,Post,USA,3940355,82304,68754,15897,Low,0.020887458109738844,0.017448681654317948,0.004034408067293429,Likes
Instagram,#Education,Reel,Canada,964498,194879,76029,34998,High,0.2020522593100245,0.07882753515300188,0.03628623387503136,Likes
TikTok,#Tech,Shorts,UK,636824,363548,17456,8176,Low,0.570876725751542,0.027411027222592112,0.01283871210884012,Likes
TikTok,#Comedy,Reel,India,4179125,94325,72341,7328,Low,0.022570514162653665,0.01731008285227171,0.0017534771034606526,Likes
Instagram,#Gaming,Video,Brazil,1292958,95304,3716,44880,Low,0.07371005090652596,0.002874029937554043,0.03471110430501223,Likes
Instagram,#Viral,Reel,UK,4103477,75909,5645,4052,Low,0.018498702441856016,0.0013756626392690881,0.0009874552726870408,Likes
Twitter,#Education,Reel,Germany,3529777,68367,38326,879,High,0.019368645667984123,0.01085790972064241,0.00024902423014258406,Likes
Instagram,#Fashion,Reel,USA,4593170,34210,33344,11022,Low,0.00744801520518509,0.007259474393501656,0.0023996499149824633,Likes
TikTok,#Challenge,Shorts,Brazil,3251679,498580,96093,9968,Medium,0.1533300181229451,0.029551810003385942,0.0030654932421066163,Likes
Instagram,#Tech,Shorts,Canada,41081,319140,6541,23057,Low,7.76855480635817,0.15922202478031205,0.5612570287967673,Likes
Twitter,#Dance,Shorts,Canada,2127698,193956,14856,32442,Medium,0.09115767369241312,0.006982193901578138,0.015247464630788767,Likes
YouTube,#Education,Shorts,Australia,4765117,177035,49884,46238,Medium,0.03715228818096177,0.010468578211196074,0.009703434354287627,Likes
Twitter,#Fitness,Reel,India,2114283,462542,14404,37153,Low,0.21877014571843031,0.006812711448751185,0.017572387424010884,Likes
YouTube,#Fashion,Reel,Canada,4391275,392281,14429,27404,High,0.08933191385189951,0.0032858338409687392,0.006240556558175018,Likes
TikTok,#Gaming,Post,India,1246500,471547,15048,40514,High,0.37829683112715606,0.012072202166064982,0.03250220617729643,Likes
Twitter,#Music,Tweet,Germany,4555977,1087,23157,12611,Medium,0.00023858768382720107,0.00508277368388822,0.002768012217796534,Shares
Twitter,#Gaming,Tweet,India,400424,56569,59897,49341,Medium,0.14127275088406288,0.14958394102251613,0.12322188480210976,Shares
Instagram,#Challenge,Video,Brazil,3201846,335416,50986,16715,High,0.10475706826624391,0.01592393887775989,0.00522042596677042,Likes
TikTok,#Gaming,Video,Germany,102418,107650,94514,26548,Medium,1.0510847702552286,0.9228260657306333,0.25921224784705815,Likes
Twitter,#Comedy,Tweet,Australia,4253909,448284,39383,32995,Low,0.1053816619020294,0.009258072986516637,0.007756395353074079,Likes
TikTok,#Fitness,Live Stream,Australia,1551922,47511,7404,25497,Low,0.030614296337058176,0.004770858329220154,0.01642930508105433,Likes
YouTube,#Challenge,Post,Germany,3587143,430347,96428,42640,Medium,0.11996929032380366,0.026881560060471522,0.011886897176945552,Likes
Instagram,#Fashion,Video,USA,2252593,61466,13181,29007,High,0.02728677572912639,0.005851478718081784,0.012877159788741242,Likes
YouTube,#Challenge,Video,Australia,2547290,382792,78654,30532,Medium,0.15027421298713534,0.030877520816240005,0.011986071472034987,Likes
YouTube,#Viral,Reel,USA,2946297,223304,83502,10855,Low,0.07579140867332791,0.028341338296851946,0.0036842857322259095,Likes
Twitter,#Education,Video,India,4459268,356292,52389,33857,Low,0.07989921215769046,0.011748340759066287,0.007592501728983322,Likes
Instagram,#Music,Live Stream,Australia,1630617,435112,71742,49750,High,0.26683887142106333,0.04399684291283606,0.030509923544278023,Likes
Instagram,#Education,Live Stream,USA,4709770,389553,55435,16799,Medium,0.08271168231145046,0.011770213832097958,0.0035668408436080744,Likes
Instagram,#Fitness,Tweet,Australia,2275387,271817,72208,27046,High,0.11945967872717915,0.03173438188756462,0.011886329666118335,Likes
TikTok,#Tech,Tweet,Brazil,2784320,373955,22997,15361,High,0.13430747902539938,0.008259467302608896,0.005516966440639007,Likes
Twitter,#Music,Tweet,USA,3674194,19972,97555,24310,Medium,0.005435749990338017,0.026551401477439677,0.006616417097191928,Shares
YouTube,#Music,Post,UK,2126429,36274,51278,44234,Medium,0.01705864620920802,0.024114607165346223,0.020802011259252014,Shares
YouTube,#Fitness,Shorts,USA,1598712,280260,58128,4485,High,0.17530361941362796,0.03635926921171543,0.0028053833335835348,Likes
Twitter,#Fashion,Video,Australia,3464211,115302,63150,37858,Medium,0.033283769377789055,0.018229259130001032,0.01092831816537734,Likes
Twitter,#Fitness,Reel,UK,1519290,495937,13211,49107,Low,0.3264268177898887,0.008695509086481186,0.032322334774796124,Likes
Instagram,#Fitness,Tweet,Canada,4888613,414422,11933,23903,High,0.08477292025365886,0.0024409786579547206,0.004889525924837986,Likes
Twitter,#Viral,Shorts,USA,3712060,302466,63802,49953,Low,0.08148198035592097,0.01718776097369116,0.013456948432945589,Likes
Instagram,#Tech,Reel,UK,4003071,22251,13517,13392,Low,0.005558482475079758,0.00337665757114975,0.003345431544931379,Likes
Instagram,#Dance,Video,Germany,681752,197632,98860,19379,High,0.28988840516786163,0.1450087421819078,0.028425292481723558,Likes
Instagram,#Gaming,Shorts,Germany,4684548,122401,82864,42106,Low,0.026128668123370707,0.017688793027630413,0.008988273788634463,Likes
Instagram,#Tech,Video,UK,3916842,292224,72417,38211,High,0.07460704312300573,0.01848861914777262,0.009755563282869209,Likes
TikTok,#Dance,Reel,UK,798887,326922,87308,21689,Medium,0.40922182987080774,0.10928704560219406,0.02714902107557139,Likes
Twitter,#Gaming,Video,Australia,688077,243607,79071,12078,High,0.35404031816206616,0.11491591784059052,0.01755326802087557,Likes
Twitter,#Challenge,Reel,Japan,1520250,214233,80,10917,Medium,0.1409195855944746,5.262292386120704e-05,0.007181055747409965,Likes
TikTok,#Fashion,Post,Australia,496652,106618,64875,44200,High,0.21467345344426278,0.13062466274171855,0.08899591665794157,Likes
TikTok,#Education,Reel,India,479620,337321,99486,26524,Medium,0.7033088695217047,0.20742671281431133,0.055302114173720864,Likes
YouTube,#Education,Reel,USA,4221739,291223,61415,44293,Low,0.06898176320232018,0.014547322797548593,0.010491648109937635,Likes
Twitter,#Education,Live Stream,Brazil,4425196,324343,33641,22289,High,0.07329460661177493,0.0076021491477439645,0.0050368390462252974,Likes
Instagram,#Comedy,Shorts,UK,4236960,259668,86293,16169,Low,0.06128639401835278,0.020366725199199427,0.0038161795249424114,Likes
TikTok,#Education,Reel,India,2488223,177673,86535,39991,Low,0.07140557739398759,0.034777831408197735,0.016072112507600805,Likes
YouTube,#Dance,Live Stream,UK,2809035,359231,78623,27822,Medium,0.12788413102720328,0.027989327295672713,0.009904468972440714,Likes
YouTube,#Music,Shorts,Brazil,444252,398838,7767,19133,High,0.8977742362442938,0.017483320277680237,0.0430678984000072,Likes
Instagram,#Fashion,Reel,India,907575,42770,5219,47956,Low,0.04712558190783131,0.005750488940307963,0.05283971021678649,Comments
TikTok,#Dance,Post,Canada,2440215,199343,53628,10359,Medium,0.08169075265908947,0.021976752048487532,0.004245117745772401,Likes
TikTok,#Comedy,Shorts,USA,3982001,131915,64092,22170,Medium,0.03312781689406909,0.016095425390400455,0.005567552594788399,Likes
Twitter,#Fashion,Reel,Brazil,3802724,457464,83495,19409,High,0.12029902774958162,0.02195662898490661,0.005103972836314179,Likes
YouTube,#Dance,Shorts,Australia,3049554,441149,46483,36909,Low,0.1446601699789543,0.015242556780434123,0.012103081303036445,Likes
YouTube,#Fashion,Video,Germany,3186810,312491,66586,7390,Medium,0.09805761874727392,0.020894248480455378,0.002318933353416112,Likes
YouTube,#Gaming,Live Stream,Australia,810296,77866,87591,41350,High,0.09609574772675664,0.10809753472804999,0.051030734447658634,Shares
Twitter,#Dance,Post,UK,4459224,957,54290,47674,High,0.00021461133147830205,0.012174764039662507,0.010691097823298404,Shares
Instagram,#Viral,Post,USA,741152,226355,58251,46227,High,0.3054096865420319,0.07859521393722206,0.062371821164889256,Likes
Twitter,#Fashion,Tweet,USA,2945128,368541,66690,3800,Medium,0.12513581752643688,0.02264417709518907,0.0012902665011503744,Likes
Twitter,#Music,Post,Canada,2302342,153529,52488,41257,High,0.06668383758798649,0.022797655604597407,0.01791957928057604,Likes
YouTube,#Fashion,Shorts,Australia,469793,295293,29190,9480,Medium,0.6285598125131707,0.06213374826785414,0.020179100156877603,Likes
Twitter,#Comedy,Live Stream,UK,2452099,320043,91765,2987,Low,0.1305179766396055,0.037423040423734934,0.0012181400506260146,Likes
TikTok,#Tech,Live Stream,UK,2651939,209375,2127,12291,Low,0.07895166517781894,0.000802054647561652,0.00463472199021169,Likes
TikTok,#Fitness,Shorts,India,1580449,299597,35471,1908,High,0.18956448452306907,0.022443622033991605,0.0012072518632363334,Likes
Instagram,#Dance,Tweet,India,4764800,52536,65976,47528,Medium,0.011025856279382136,0.013846541302887844,0.009974815312290128,Shares
